food_name,Ingredients,Steps,popularity,URL,jenis_makanan,age,calories,title_length,title_word_count,num_ingredients,ingredients_length,num_steps,steps_length,url_length,loves_usia_interaction,age_group,food_category
Mangut kepala Manyung,"6 buah ikan kepala manyung asam--1/2 kg rebung muda, iris tipis lalu cuci dan rebus 2x--1 liter santan dari 1 kelapa--1,5 liter air--Bumbu--Garam--Gula merah--Penyedap rasa--Micin kalo suka 😁--3 lembar daun salam--2 lembar daun jeruk--Sejempol laos geprek--Bumbu halus :--100 gr cabe merah dan setan, kukus--10 bh bawang merah--5 siung bawang putih--5 butir kemiri--2 cm jahe--2 cm kunyit--2 buah kencur, 2cm an--secukupnya kulit jeruk wangi /jeruk pecel--minyak goreng untuk menumis--","Tumis bumbu halus,daun jeruk dan salam bubuhi garam sejumput, tumis sampai bumbu matang, minyaknya muncul, masukkan rebung, tumis tumis lagi--Masukkan air, didihkan, masukkan kepala manyung, bumbui garam, gula, penyedap rasa, lalu masukkan santan--Masak sampai mendidih dan buih santan hilang, korwksi rasa sampai pas--Sajikan dengan nasi hangat dan kerupuk 😁😁😁--Selamat nambah nasi 😂--",4,/id/resep/4227047-mangut-kepala-manyung,ikan,5,378.37,21,3,23,485,6,386,39,20,Remaja,Lainnya
Oseng ikan pari asap (iwak pe),1/4 kg ikan pari asap--Secukupnya minyak goreng--5 buah cabe merah keriting--7 buah cabe rawit--4 buah bawang putih--5 buah bawang merah--1 buah tomat ukuran besar--1 ruas lengkuas geprek--1/2 cm jahe geprek--2 lembar daun jeruk--Secukupnya kecap--1 batang daun bawang--Secukupnya kecap--Secukupnya gula--Secukupnya garam--Secukupnya air--Penyedap (opsional)--,"Cuci bersih ikan, lalu potong kecil-kecil (goreng, tiriskan).--Iris semua bumbu.--Panaskan sedikit minyak, tumis semua bumbu kecuali tomat dan daun bawang (tunggu sampai harum).--Masukkan sedikit air.--Selanjutnya masukkan ikan. Tambahkan garam, gula, penyedap dan tomat.--Aduk rata, tambahkan kecap dan daun bawang. Aduk kembali, koreksi rasa.--Tunggu air kering, oseng ikan pari asap siap dihidangkan.--Selamat mencoba 😊--",35,/id/resep/4226901-oseng-ikan-pari-asap-iwak-pe,ikan,60,1351.67,30,6,18,360,9,424,46,2100,Lansia,Lainnya
Sup Ikan Kue,1 ekor ikan kue ukuran sedang--5 siung bawang putih--1 buah bawang bombay--1 cm jahe--4 lembah daun jeruk--2 batang serai--3 buah kapulaga--3 buah tomat hijau kecil belah 2--1 ikat daun kemangi--10 Cabe rawit (ikut selera)--Garam dan lada secukup rasa--1 keping Asam gelugur--2 buah limau cui/ kasturi / jeruk nipis--,"Bersihkan ikan lalu potong sesuai selera..lumurin dengan air jeruk dan garam biarkan 5 menit--Hiris bawang putih+ bawang bombay lalu tumis, masukan kapulaga, jahe potong 3 geprek daun jeruk, serai dan asam gelugur aduk sampai wangi--Masukan 2 gelas air biarkan mendidih, lalu masukan sedikit saus tiram masukan ikan cabe rawit, daun kemangi, tomat, garam dan lada--Jangan terlalu lama cukup 5 - 10 menit dari ikan dimasukan, selamat mencoba😘--",5,/id/resep/4226721-sup-ikan-kue,ikan,73,1470.55,12,3,14,317,5,443,30,365,Lansia,Sup
Ikan bandeng pesmol,2 ekor ikan bandeng/ ikan kembung/ikan emas--1 bks santan sun--3 bh tahu putih--2 bh kunyit--1 ruas jahe--1 bh wortel--1 bh ketimun--12 bh cabai keriting merah--7 buah cabai rawit merah--3 siung bawang putih--3 siung bawang merah--4 bh kemiri--1 btg serey dimemarkan--3 lbr daun salam--4 sdm minyak sayur--1 gls belimbing air--1/2 sdm garam--1/2 sdt micin--1 sdm gulput--,"Ikan bandeng dibersih kan,lalu digoreng,sisihkan--Haluskan bumbu,kecuali daun serey dan daun salam--Panaskan minyak,lalu tumis bumbu serey daun salam sampai harum--Jgn sampai coklat(kematengan)----Masukan ikan,aduk2 lalu beri air--Masukan santan wortel dan ketimun,aduk2--Masukan micin,garam dan gula,aduk2--Biarkan airnya sedikit menyusut,agar meresap keikan,tes rasa,kalau berani garam ditambah saja sedikit--Angkat dan siap disajikan--Lam--Kan--",4,/id/resep/4226527-ikan-bandeng-pesmol,ikan,1,989.11,19,3,20,371,13,448,37,4,Remaja,Lainnya
Ikan Kembung Bakar,"4 ekor ikan kembung puring--secukupnya Kecap manis--Bumbu halus:--10 siung bawang merah--7 siung bawang putih--2 butir kemiri--2 ruas kunyit--1 ruas jahe--Cabe merah secukupnya (sesuai selera)--1 sdt ketumbar (optional)--secukupnya Gula, garam--","Bersihkan ikan lalu kerat sisi nya. Kucuri dgn air jeruk nipis. Sisihkan--Tumis bumbu halus dgn minyak hingga matang. Beri gula & garam secukupnya. Angkat--Balurkan bumbu keseluruh ikan. Diamkan beberapa jam atau semalaman.--Panaskan pan, beri sedikit mentega lalu susun ikan. Masak hingga bbrp saat lalu balikan ikan. Olesi dgn kecap manis. Lakukan tahap ini bbrp kali hingga bumbu meresap ke ikan.--Sajikan dgn sambal kecap--",54,/id/resep/4226257-ikan-kembung-bakar,ikan,36,1379.39,18,3,12,245,6,427,36,1944,Dewasa,Bakar
Ikan Patin masak Asam,1 ekor patin--Jeruk nipis--2 ruas jahe--4 siung bawang putih--5 siung bawang merah--2 buah cabe merah besar--Kemangi--4 batang serai--2 ruas jahe--Garam--Gula--Merica--,"Bersihkan ikan dan lumuri dengan jeruk nipis diamkan selama 15 menit--Haluskan bawang putih, bawang merah, jahe, kunyit dan tambahkan sedikit garam--Geprek serai, kemudian tumis bahan-bahan yg telah dihaluskan beserta serai--Rebus air, kemudian masukan bahan-bahan yg telah ditumis. Masukan ikan yg telah dilumuri jeruk nipis. Tambahkan gula, garam dan merica secukupnya--Tunggu hingga matang, kemudian tambahkan daun kemangi setalah api dimatikan--",5,/id/resep/4226389-ikan-patin-masak-asam,ikan,35,981.98,21,4,13,168,6,449,39,175,Dewasa,Lainnya
Steam saos tiram ikan Deho asli manado,1 ekor ikan Deho--4 bawang putih--4 bawang merah--2 daun bawang--4 daun sop--7 cabe rawit (sesuai selera)--1 ruas jahe--1 buah tomat apel--,"Bersihkan ikan dan isi perutnya. Lalu lumuri ikan dengan sedikit garam dan lemon ikan.--Bersihkan bumbu, dan di iris2 sesuai selera (halus,panjang2).--Siapkan wadah ikan, laburi wadah dengan bumbu yang sudah di iris2 sebelumnya,letakan ikan di atas permukaan bumbu,dan tambahkan bumbu juga di atas ikan. Agar meresap.--Siapkan kukusan,dan panaskan dahulu lalu masukan ikan dalam kukusan dan tunggu selama 15-20 menit agar bumbu meresap dan wangi.--Iris bawang putih dan daun bawang lalu digoreng ke dalam 1 sendok minyak goreng sampai wangi,lalu masukan 2 sendok saos tiram,air putih sedikit,garam,royko,lalu aduk sampai mendidih... lalu siram saos di atas ikan yg sementara di steam.dan tunggu slma 5mnt agar saos dapat meresap di ikan dan steam siap di hidangkan.--",1,/id/resep/4225618-steam-saos-tiram-ikan-deho-asli-manado,ikan,66,98.13,38,7,9,139,6,767,56,66,Lansia,Lainnya
11ikan patin goreng,Margarine--Garam--Cabe merah--Ikan Patin--Sasa--,"Campur bahan bumbu, aduk rata, & balurkan pada ikan patin
		Biarkan 20 menit
		Masukkan ikan patin ke happy pan 10 menit menghasilkan ikan patin yang 
		Matang & berwarna kecoklatan--",4,/id/resep/4225872-11ikan-patin-goreng,ikan,63,1495.31,19,3,6,48,2,183,37,252,Lansia,Lainnya
Tumis Ikan Klothok,200 gram ikan klothok manis (kurang lebih dapat 10 ikan klothok)--20 siung bawang merah--15 siung bawang putih--1 ruas lengkuas--1/2 ons cabe rawit--1/2 ons cabe rawit hijau--3 buah cabe hijau besar--1 buah tomat--Secukupnya kecap manis--Secukupnya gula pasir--Secukupnya minyak goreng--,"Persiapkan bahan2--Cuci ikan klothok, kemudian suwir2 (hilangkan kepala, perut, dan tulang2nya)--Tumis bawang merah dan bawang putih.--Jika bawang sudah matang, masukkan cabe2an😅lengkuas yang sudah dikeprek, tumis sebentar. (Maaf gasempet foto, hpnya keburu lowbat😹)--Masukkan ikan klothok, kemudian tumis. Jika klothok sudah setengah matang, masukkan tomat, beri sedikit air, gula, dan kecap. Masak hingga asat. Yuuk cobain☺️--NB : klothok ada yang ikan klothok asin sama manis. Saya pake yang manis jadi rasanya gak seberapa asin. Dan masaknya jg gapake garam😅 karena meskipun namanya klothok manis, tetep aja masih asin dikit hehehe. Lebih enak pake daun salam ya, kebetulan pas lagi gak punya.. oiya kalo bisa masaknya juga pake Ale, sejenis kecambah yang kebetulan hari ini saya muterin pasar gada yang jual😅😂😂 pake ale lebih enak, bikin beda wanginyaaaa.--",11,/id/resep/4225591-tumis-ikan-klothok,ikan,23,193.48,18,3,12,287,7,862,36,253,Dewasa Muda,Tumis
Sarden ikan saus tomat,1 kaleng sarden ukuran kecil--2 bawang merah(iris)--2 bawang putih(iris)--Bawang bombay(iris kasar)--2 lombok merah(iris serong)--2 lombok hijau(iris serong)--Daun bawang--1 Daun jeruk--1 Tomat merah--Saus tomat--Kecap manis--Saus tiram--Lada--Garam--Penyedap--Minyak untuk menumis--1/2 gelas air putih--,Siapkan bahan--Iriss bawnag merah putih dan bawang bombay. Iris juga lombok merah hijau dan daun bawang dan tomat--Panaskan sedikit minyak. Untuk menumis. Tumis bawang merah putih daun jeruk. smpe harum.msukan bawang bombay lombok merah hijau.Laluu adukk.msukan sarden ikan. Tambahkn 1/2 gelas air putih adukk lgi.Tambhkn saus tirAm kecap manis saus tomat.. Tmbakn garam lada penyedap. Aduk smpe merata--Tambhkn irissn tomat dan daun bawang aduk trus. Tess rasa yaa bunda. Laluu masak smpe air agak mengental.--Laluu angkt dan tiriskann👍😋--,4,/id/resep/4224659-sarden-ikan-saus-tomat,ikan,9,1039.83,22,4,18,304,6,540,40,36,Remaja,Lainnya
Gulai ikan tuna kacang panjang,1/2 kg ikan tuna--sesuai selera Kacang panjang--2 bungkus k*r*--secukupnya Air--Bumbu:--2 sdm cabe giling peres--5 buah cabe rawit merah--1/2 ruas jahe--1 ruas kunyit--15 butir bawang merah--1 lbr daun kunyit simpulkan--2 batang serai digeprek dan simpulkan--2 ruas lengkuas geprek--3 atau 4 butir asam kandis--Segenggam daun ruku-ruku (bisa diganti daun kemangi)--secukupnya Garam--Kaldu ayam (opsional)--,"Haluskan jahe, kunyit dan garam stlh halus ulek bawang merah jangan terlalu halus ya, rawit jg digeprek--Masukan cabe giling, bumbu yg dihaluskan,daun kunyit,serai, lengkuas, asam kandis, daun ruku-ruku, santan dan air--Nyalakan kompor lalu masak semua bahan tersebut lalu aduk-aduk jangan sampai santanya pecah ya hingga mendidih--Lalu masukan ikan dan kacang panjang dan aduk-aduk hingga ikannya matang. Tes rasa--Gulai sudah matang siap disajikan😋😍--",7,/id/resep/4224707-gulai-ikan-tuna-kacang-panjang,ikan,34,416.61,30,5,18,406,6,453,48,238,Dewasa Muda,Kari
Mushrooms Tuna Puff,1 bungkus puff pastry (me : merk EDO)--1 kaleng kecil tuna kemasan--1 kaleng kecil jamur kancing kemasan--1 kotak keju cheddar (kraft 200 grm)--(untuk isian dan topping)--1 buah ukuran besar bawang bombay--5 siung bawang putih--2 sdm margarine palmia garlic--1 sdm kecap ikan--Secukupnya garam--Secukupnya merica bubuk--Sejumput gula pasir--3 kuning telur untuk olesan--,"Potong dadu bawang bombay, geprak dan cincang bawang putih, potong2 jamur kancing, sisihkan--Panaskan margarine, tumis bawang putih dan bawang bombay sampai harum masukkan tuna dan jamur kancing tambahkan bumbu lain, aduk aduk sebentar masak selama 5 menit-an, koreksi rasa, angkat sisihkan--Potong puff pastry suhu ruang sesuai selera, saya perlembar di potong jadi 4 untuk yang bentuk segitiga dan potong jadi 6 sama besar untuk bentuk yang kotak--Beri isian tuna + potongan keju lipat dan rekatkan dengan menekan nekan pakai ujung garpu pada semua sisi lipatan, oles permukaannya dengan kuning telur dan taburi keju parut--Panggang suhu 190 selama 30 menit, atau sesuaikan oven masing masing--Sajikan dengan cocolan saos sambal dan mayonais lebih nikmat--",117,/id/resep/4224725-mushrooms-tuna-puff,ikan,46,618.37,19,3,14,370,7,758,37,5382,Dewasa,Lainnya
Salmon saus pedas manis,"fillet Salmon--1 buah Kentang--1/2 Bawang bombai--3 siung Bawang putih--2 siung Bawang merah--3 biji Cabai--1 buah Tomat--secukupnya Gula, garam merica, saus tiram--Daun bawang--",Taburi salmon sengan merica dan garam digireng dg api kecil sampai matang--Kentang dipotong potong digoreng smpai matang--Semua bumbu dihaluskan digoreng samai matang dan disajikan senyan kentang goreng dan salmon--,9,/id/resep/4222726-salmon-saus-pedas-manis,ikan,78,986.6,23,4,10,178,4,215,41,702,Lansia,Lainnya
Ikan gembung kuah asam,2 ekor ikan gembung--2 sdm minyak u menumis--1 siung bawang merah u menumis--4 buah cabe hijau potong2--Daun salam--Bahan haluskan--2 siung bawang merah--5 buah cabe rawit (kalo suka pedas bole tambah)--7-8 buah asam belimbing (asam sunti)--1 ruas kunyit--Bahan baluran ikan--Jeruk nipis--secukupnya Garam--,"Bersihkan ikan dan potong2, lalu baluri dengan garam dan jeruk nipis. Sisihkan--Haluskan bawang merah, cabe, kunyit dan asam.--Siapkan panci, masukkan minyak untuk menumis bawang dan daun salam, setelah bawangnya layu masukkan bumbu, aduk sebntar--Masukkan ikan y sudah kedalam bumbu tambahkan air 750 ml, masukkan cabe y udh dipotong2 tambahkan garam masak sampai matang,, koreksi rasa--Siap disantap--",0,/id/resep/4224896-ikan-gembung-kuah-asam,ikan,4,682.91,22,4,14,307,6,403,40,0,Remaja,Lainnya
Pepes Ikan Layang/Kembung,1/2 kilo Ikan kembung/layang(saya isi 6 biji)--2 ikat kemangi--secukupnya Daun pisang (kurlep atau digarang di atas kompor)--1/2 kelapa parut yg masih muda--3 buah tahu putih--Bahan Bumbu halus--Tomat Hijau potong2--15 biji cabe rawit--3 biji cabe keriting--3 biji Kemiri--6 siung bawang merah--3 siung bawang putih--2 sdt garam halus--Penyedap rasa--1 sdm gula putih--1 ruas Kunyit--,"Siapi ikan yg siap di buat pepes--Daun pisang yg sudah di Garang nantinya layu dan harus di lap ya--Petiki kemangi cuci.kemudian haluskan bumbu--Masukkan semua bahan aduk jadi 1,termasuk tahu ya dipenyet2..cek rasa--Kemudian wadahi pada daun straples ujung2nya--Kukus sekitar 15-30 menit..--Boleh setelah dikukus di panggang diatas teplon atau langsung disajikan ya..selamat mencoba--",9,/id/resep/4219233-pepes-ikan-layangkembung,ikan,30,413.29,25,3,17,384,8,384,42,270,Dewasa Muda,Lainnya
Pecel Lele Gurih,3 ekor lele--1 buah jeruk nipis--secukupnya garam dan penyedap--2 siung bawang putih--1 sdt ketumbar--secukupnya kunyit--,"Cuci bersih lele, kemudian lumuri dengan air jeruk nipis dan garam diamkan selama 15 menit. Cuci kembali dg air mengalir. Sisihkan--Haluskan bawang putih, ketumbar, kunyit dan garam secukupnya. Beri air sedikit dan tambahkan penyedap. Tuang bumbu halus kedalam lele. Biarkan selama 1 jam supaya bumbu meresap.--Panaskan minyak, kemudian goreng lele sampai kekuningan dan matang. Angkat dan hidangkan dg menu tambahan lain. (Nb : Resep sambel pecel sudah aku share ya, silahkan scrol k bawah saja.)--",9,/id/resep/4224624-pecel-lele-gurih,ikan,75,534.95,16,3,7,121,4,499,34,675,Lansia,Lainnya
Tongkol bumbu kuning cabe hijau,6 ekor ikan tongkol uk sedang--6 buah tahu putih--😘 Bumbu Halus :--15 buah cabe rawit--3 buah cabe merah--5 siung bawang merah--3 siung bawang putih--2 buah tomat uk. Kecil--1 ruas jari kunyit--😍 Bumbu Tambahan :--1 batang sereh geprek--1 ruas jari jahe geprek--1 ruas jari lengkuas geprek--3 lembar daun salam--1 batang daun bawang iris--2 buah cabe hijau iris--secukupnya Gula--secukupnya Garam--secukupnya Masako--secukupnya Air--1/2 buah jeruk nipis (optional)--,Goreng ikan tongkol & tahu 1/2 matang--Siapkan bumbu halus--Siapkan wajan untuk menumis dengan sedikit minyak goreng--Tumis bumbu halus sampai harum--Masukkan bumbu tambahan dan tumis hingga cabai hijau layu--Tambahkan 1-2 gelas air matang--Tunggu hingga mendidih dan koreksi rasa--Siap disajikan 😉--,7,/id/resep/4224749-tongkol-bumbu-kuning-cabe-hijau,ikan,72,545.24,31,5,22,466,9,300,49,504,Lansia,Lainnya
Ikan Nila Goreng Tepung,"700 gram ikan nila air tawar, fillet--Adonan celupan :--1 butir telur ayam--3 sdm mucung tepung terigu--Secukupnya air--Secukupnya penyedap rasa--Secukupnya lada bubuk--Adonan tepung kering :--Tepung Bumbu SAJIKU Serba Guna--Bahan saus asam manis :--1 bh wortel, potong dadu kecil--7 bh buncis, potong kecil--2 lembar daun bawang, iris tipis--1/4 bh bawang bombay besar--2 siung bawang putih--1 siung bawang merah--1 sdt saus tiram--1 sdt tepung terigu--Secukupnya lada bubuk--Secukupnya penyedap rasa--","Cuci bersih ikan nila, ambil bagian dagingnya saja. Potong sesuai selera. Taruh ke dalam wadah baluri garam dan jeruk nipis. Diamkan selama 10menit.--Siapkan dua wadah. 1 wadah untuk adonan tepung kering, saya pakai Tepung Bumbu SAJIKU. Dan 1 wadah lagi, untuk adonan celup ikan, semua bahan adonan celupan di campur jadi satu.--Ambil ikan yang sudah dibaluri garam dan jeruk. Angkat dan masukan bergilir ke adonan celup, kemudian dibolak balik pada adonan tepung kering.--Siapkan wajan, panaskan minyak cukup banyak. Masukan ikan yg sudah di bolak balik tepung kering kedalam wajan, goreng sampai warna kuning keemasan. Angkat, tiriskan. Lakukan sampai selesai.--Untuk bumbu, tumis bawang bombay, bawang putih, bawang merah sampai aroma harum Masukan saus tiram, air kurang lebih 200ml, saus tomat, penyedap rasa, lada bubuk dan tepung terigu. Aduk rata. Masukan wortel, masak kurang lebih 5menit. Kemudian masukan buncis dan bawang daun. Aduk lagi sampai matang. Koreksi rasa dan tekstur saus. Kalau kurang encer bisa tambahkan air lagi.--Setelah selesai. Siap dihidangkan.--",2,/id/resep/4224692-ikan-nila-goreng-tepung,ikan,3,1441.02,23,4,21,503,7,1077,41,6,Remaja,Lainnya
Pepesan Tongkol,1 ekor ikan tongkol kukus--3 siung bawang putih--5 siung bawang merah--10 buah cabe keriting--5 buah cabe rawit (selera)--1 buah tomat--3 biji kemiri--1 iris kecil temu kunci--Sedikit asam jawa--Daun pisang untuk membungkus--,"Haluskan semua bumbu, tumis dg sedikit minyak goreng--Suir - suir ikan tongkol dan campurkan dg bumbu yg sudah ditumis--Ambil satu sendok adonan ikan tongkol dan bungkus dg daun pisang, semat menggunakan tusuk gigi--Kukus selama +/- 20 menit hingga daun berubah warna--",15,/id/resep/4224679-pepesan-tongkol,ikan,14,1207.99,15,2,11,225,5,269,33,210,Remaja,Lainnya
Somay ikan tongkol,"4 potong ikan tongkol--1/4 tepung tapioka--5 sendok tepung terigu--1 buah telur--1 buah labu siam ukran sedang--1 buah tahu--5 lembar kol--masako,garam,air--bumbu kacang:--1/4 kacang tanah--5 cabe rawit--2 cabe merah--2 bawang putih--1/2 ruas kencur--kecap manis,gula putih/gula merah,garam,minyak sayur,jeruk limo--","Ikan tongkol d haluskan (pake tangan) labu siam parut remas""bersama ikan tongkol sampai keluar air,tambah kan tepung terigu,tapioka,telur,masako,garam aduk"" sampai rata dan beri air sedikit"" jngn terlalu keras--Masak air sampai mendidih dan rebus adonan somay dengan sendok,tahu potong"" menurut selera dan kerok tengah nya dan beri adonan somay,sampai habis--Panas kan kukusan dan masukan somay,tahu,dan kol--Goreng kacang,cabe,bawang putih dan kencur--Blender semua bumbu,tumis bumbu sampai harum,beri air garam dan gula koreksi rasa tinggal tata somay beri bumbu kacang,kecap dan jeruk limo--",11,/id/resep/4224126-somay-ikan-tongkol,ikan,60,714.9,18,3,16,316,6,594,36,660,Lansia,Lainnya
Balado Ikan Asin Bulu Ayam,100 gr Ikan Asin Bulu Ayam--Secukupnya penyedap & Gula Pasir--50 ml Air--Bumbu Halus :--6 siung Bawang Merah--3 siung Bawang Putih--10 pcs Cabe Merah Keriting (sesuai selera)--5 pcs Cabe Rawit--,"Rendam sebentar ikan asin,lalu cuci,goreng hingga kering--Tumis bumbu halus hingga harum--Tambahkan air (sedikit saja), karena kalau kebanyakan nanti ikan asinnya tidak garing--Masukkan penyedap & gula pasir. Koreksi rasa--Masukkan ikan asin. Aduk aduk hingga merata. Masak sebentar saja--Angkat & sajikan--",9,/id/resep/4224392-balado-ikan-asin-bulu-ayam,ikan,77,339.74,26,5,9,194,7,307,44,693,Lansia,Lainnya
Ikan tongkol balado simple,2 ekor ikan tongkol basah--10 cabe merah--5 cabe rawit--2 bawang putih--5 bawang merah--1 buah tomat--secukupnya Garam--secukupnya Penyedap rasa--secukupnya Gula--secukupnya Air--,Cuci bersih ikan tongkol goreng setengah mateng--Haluskan bawang merah bawang putih cabe dan garam potong tomat dadu keci--Siapkan wajan tumis bumbu halus kasih gula dan tomat masak sampai matang dan harum kasih air sedikit lalu masukkn ikan yg sudah digoreng masak sampai bumbu meresap usahakan apinya kecil ya bun--Ikan tongkol balado siap dihidangkan--,42,/id/resep/4224151-ikan-tongkol-balado-simple,ikan,45,1225.97,26,4,11,179,5,355,44,1890,Dewasa,Lainnya
